,userId,tmdbId,rating
102,279,862.0,3.0
103,280,862.0,4.5
104,282,862.0,4.5
105,283,862.0,3.0
106,288,862.0,4.5
107,290,862.0,4.0
108,291,862.0,4.0
109,292,862.0,4.0
110,293,862.0,3.0
111,298,862.0,2.0
112,304,862.0,5.0
113,307,862.0,4.0
114,314,862.0,3.0
115,322,862.0,3.5
116,323,862.0,3.5
117,328,862.0,5.0
118,330,862.0,4.0
119,332,862.0,4.0
120,334,862.0,3.5
121,336,862.0,4.0
122,337,862.0,4.0
123,339,862.0,4.0
124,341,862.0,5.0
125,347,862.0,5.0
126,350,862.0,4.0
127,353,862.0,5.0
128,357,862.0,5.0
129,359,862.0,4.0
130,364,862.0,5.0
131,367,862.0,5.0
132,372,862.0,3.0
133,373,862.0,3.0
134,378,862.0,4.5
135,380,862.0,5.0
136,381,862.0,3.5
137,382,862.0,4.5
138,385,862.0,4.0
139,389,862.0,5.0
140,391,862.0,3.0
141,396,862.0,5.0
142,399,862.0,4.0
143,401,862.0,3.5
144,411,862.0,5.0
145,412,862.0,2.0
146,414,862.0,4.0
147,420,862.0,4.0
148,422,862.0,4.0
149,432,862.0,2.5
150,434,862.0,4.0
151,436,862.0,4.0
152,438,862.0,4.5
153,443,862.0,4.0
154,448,862.0,5.0
155,451,862.0,5.0
156,453,862.0,5.0
157,456,862.0,5.0
158,460,862.0,4.5
159,462,862.0,1.5
160,468,862.0,4.0
161,469,862.0,4.0
162,470,862.0,4.0
163,471,862.0,5.0
164,474,862.0,4.0
165,476,862.0,4.0
166,477,862.0,4.0
167,480,862.0,3.0
168,483,862.0,4.0
169,484,862.0,4.5
170,488,862.0,4.5
171,490,862.0,3.5
172,492,862.0,4.0
173,500,862.0,4.0
174,504,862.0,4.0
175,509,862.0,4.0
176,514,862.0,4.0
177,517,862.0,4.0
178,522,862.0,3.0
179,524,862.0,4.0
180,525,862.0,4.0
181,528,862.0,2.5
182,529,862.0,3.0
183,533,862.0,5.0
184,534,862.0,4.0
185,541,862.0,3.0
186,544,862.0,3.0
187,550,862.0,4.0
188,555,862.0,4.0
189,559,862.0,5.0
190,560,862.0,3.0
191,561,862.0,4.0
192,562,862.0,4.5
193,567,862.0,3.5
194,570,862.0,4.0
195,572,862.0,4.0
196,573,862.0,5.0
197,579,862.0,4.0
198,580,862.0,3.0
199,584,862.0,5.0
200,587,862.0,5.0
201,590,862.0,4.0
202,596,862.0,4.0
203,597,862.0,4.0
204,599,862.0,3.0
205,600,862.0,2.5
206,601,862.0,4.0
207,603,862.0,4.0
208,604,862.0,3.0
209,605,862.0,4.0
210,606,862.0,2.5
211,607,862.0,4.0
212,608,862.0,2.5
213,609,862.0,3.0
214,610,862.0,5.0
215,6,8844.0,4.0
216,8,8844.0,4.0
217,18,8844.0,3.0
218,19,8844.0,3.0
219,20,8844.0,3.0
220,21,8844.0,3.5
221,27,8844.0,4.0
222,51,8844.0,4.5
223,62,8844.0,4.0
224,68,8844.0,2.5
225,82,8844.0,3.0
226,91,8844.0,3.0
227,93,8844.0,5.0
228,94,8844.0,4.0
229,103,8844.0,4.0
230,104,8844.0,3.0
231,107,8844.0,5.0
232,112,8844.0,1.5
233,117,8844.0,3.0
234,122,8844.0,4.0
235,125,8844.0,4.0
236,135,8844.0,3.0
237,140,8844.0,3.5
238,144,8844.0,3.0
239,149,8844.0,1.0
240,153,8844.0,2.0
241,160,8844.0,4.0
242,169,8844.0,4.0
243,177,8844.0,3.5
244,186,8844.0,4.0
245,202,8844.0,4.0
246,217,8844.0,2.0
247,219,8844.0,2.5
248,221,8844.0,3.5
249,222,8844.0,2.5
250,226,8844.0,3.0
251,230,8844.0,2.5
252,232,8844.0,4.0
253,240,8844.0,5.0
254,249,8844.0,4.0
255,259,8844.0,2.0
256,274,8844.0,3.5
257,276,8844.0,4.0
258,284,8844.0,4.0
259,288,8844.0,2.0
260,294,8844.0,3.0
261,298,8844.0,0.5
262,299,8844.0,3.0
263,304,8844.0,4.0
264,305,8844.0,3.5
265,307,8844.0,2.5
266,308,8844.0,3.0
267,318,8844.0,3.5
268,321,8844.0,5.0
269,322,8844.0,3.0
270,323,8844.0,4.0
271,330,8844.0,1.5
272,347,8844.0,3.0
273,353,8844.0,4.0
274,357,8844.0,3.0
275,359,8844.0,3.5
276,373,8844.0,3.0
277,380,8844.0,5.0
278,381,8844.0,4.0
279,395,8844.0,3.0
280,411,8844.0,4.0
281,414,8844.0,3.0
282,425,8844.0,3.0
283,426,8844.0,4.5
284,432,8844.0,4.0
285,434,8844.0,2.5
286,436,8844.0,4.0
287,446,8844.0,3.0
288,447,8844.0,5.0
289,448,8844.0,3.0
290,458,8844.0,4.0
291,470,8844.0,3.0
292,474,8844.0,3.0
293,475,8844.0,4.5
294,476,8844.0,4.0
295,477,8844.0,4.0
296,480,8844.0,3.0
297,482,8844.0,4.5
298,483,8844.0,4.0
299,484,8844.0,2.5
300,489,8844.0,2.5
301,497,8844.0,2.5
302,501,8844.0,3.0
303,512,8844.0,3.0
304,517,8844.0,3.0
305,523,8844.0,4.5
306,525,8844.0,3.5
307,527,8844.0,4.0
308,534,8844.0,4.5
309,559,8844.0,4.0
310,561,8844.0,4.0
311,563,8844.0,2.5
312,566,8844.0,4.0
313,570,8844.0,3.5
314,573,8844.0,4.5
315,586,8844.0,4.0
316,590,8844.0,2.5
317,592,8844.0,4.0
318,594,8844.0,4.0
319,599,8844.0,2.5
320,600,8844.0,4.0
321,602,8844.0,4.0
322,604,8844.0,5.0
323,605,8844.0,3.5
324,608,8844.0,2.0
433,1,949.0,4.0
434,6,949.0,4.0
435,11,949.0,5.0
436,18,949.0,4.0
437,23,949.0,4.0
438,24,949.0,4.5
439,28,949.0,3.5
440,32,949.0,3.0
441,44,949.0,3.0
442,45,949.0,4.0
443,57,949.0,3.0
444,62,949.0,4.5
445,64,949.0,4.5
446,68,949.0,4.0
447,79,949.0,4.0
448,82,949.0,3.5
449,84,949.0,4.0
450,91,949.0,5.0
451,102,949.0,3.0
452,105,949.0,4.0
453,109,949.0,3.0
454,112,949.0,4.5
455,117,949.0,3.0
456,121,949.0,5.0
457,140,949.0,5.0
458,150,949.0,4.0
459,160,949.0,2.0
460,166,949.0,3.5
461,181,949.0,3.0
462,182,949.0,4.5
463,191,949.0,4.0
464,195,949.0,4.0
465,199,949.0,4.0
466,202,949.0,5.0
467,217,949.0,2.0
468,219,949.0,3.5
469,220,949.0,3.5
470,239,949.0,5.0
471,244,949.0,5.0
472,266,949.0,4.0
473,269,949.0,5.0
474,270,949.0,3.0
475,274,949.0,4.0
476,282,949.0,4.0
477,286,949.0,4.5
478,294,949.0,3.0
479,297,949.0,5.0
480,305,949.0,3.5
481,308,949.0,1.0
482,312,949.0,4.0
483,313,949.0,3.0
484,314,949.0,3.0
485,317,949.0,5.0
486,318,949.0,4.0
487,325,949.0,4.0
488,336,949.0,4.0
489,337,949.0,5.0
490,339,949.0,4.0
491,353,949.0,4.0
492,362,949.0,4.0
493,368,949.0,4.0
494,372,949.0,5.0
495,373,949.0,5.0
496,380,949.0,5.0
497,385,949.0,3.0
498,386,949.0,3.0
499,389,949.0,5.0
500,391,949.0,4.0
501,400,949.0,5.0
502,414,949.0,3.0
503,425,949.0,4.0
504,434,949.0,4.0
505,437,949.0,5.0
506,438,949.0,5.0
507,444,949.0,4.0
508,451,949.0,4.0
509,469,949.0,3.0
510,470,949.0,3.0
511,474,949.0,3.0
512,480,949.0,4.0
513,486,949.0,5.0
514,492,949.0,3.0
515,493,949.0,4.0
516,501,949.0,3.0
517,521,949.0,4.0
518,524,949.0,4.0
519,532,949.0,5.0
520,553,949.0,5.0
521,559,949.0,5.0
522,561,949.0,4.0
523,573,949.0,4.5
524,577,949.0,4.0
525,580,949.0,4.0
526,588,949.0,5.0
527,590,949.0,3.5
528,592,949.0,3.0
529,597,949.0,3.0
530,599,949.0,4.5
531,602,949.0,3.0
532,603,949.0,4.0
533,604,949.0,3.0
534,610,949.0,5.0
613,6,710.0,3.0
614,8,710.0,2.0
615,11,710.0,3.0
616,19,710.0,2.0
617,21,710.0,5.0
618,26,710.0,3.0
619,31,710.0,4.0
620,34,710.0,5.0
621,42,710.0,5.0
622,43,710.0,4.0
623,46,710.0,3.0
624,56,710.0,4.0
625,57,710.0,3.0
626,59,710.0,3.0
627,63,710.0,3.0
628,68,710.0,4.5
629,81,710.0,1.0
630,82,710.0,3.5
631,84,710.0,3.0
632,91,710.0,3.5
633,93,710.0,4.0
634,94,710.0,3.0
635,99,710.0,4.0
636,104,710.0,3.0
637,117,710.0,3.0
638,119,710.0,4.0
639,136,710.0,5.0
640,144,710.0,3.0
641,160,710.0,1.0
642,166,710.0,4.5
643,170,710.0,3.0
644,173,710.0,3.0
645,174,710.0,3.0
646,176,710.0,5.0
647,178,710.0,4.0
648,181,710.0,2.0
649,182,710.0,3.5
650,186,710.0,4.0
651,192,710.0,5.0
652,195,710.0,4.0
653,200,710.0,4.5
654,202,710.0,4.0
655,208,710.0,2.0
656,217,710.0,4.0
657,219,710.0,4.5
658,220,710.0,4.0
659,226,710.0,4.0
660,229,710.0,4.0
661,232,710.0,3.0
662,235,710.0,2.0
663,240,710.0,3.0
664,243,710.0,5.0
665,244,710.0,5.0
666,248,710.0,3.5
667,262,710.0,2.0
668,274,710.0,4.0
669,282,710.0,3.5
670,284,710.0,4.0
671,288,710.0,3.0
672,292,710.0,3.5
673,294,710.0,3.0
674,301,710.0,4.0
675,304,710.0,4.0
676,307,710.0,2.5
677,313,710.0,4.0
678,314,710.0,3.0
679,322,710.0,4.0
680,331,710.0,3.0
681,334,710.0,3.5
682,340,710.0,4.0
683,347,710.0,4.0
684,349,710.0,4.0
685,353,710.0,3.0
686,354,710.0,3.5
687,361,710.0,3.5
688,368,710.0,3.0
689,372,710.0,3.0
690,376,710.0,4.5
691,380,710.0,5.0
692,385,710.0,3.0
693,386,710.0,3.0
694,387,710.0,3.5
695,391,710.0,3.0
696,395,710.0,3.0
697,408,710.0,4.5
698,411,710.0,3.0
699,414,710.0,3.0
700,419,710.0,3.5
701,425,710.0,3.0
702,434,710.0,3.5
703,438,710.0,4.0
704,441,710.0,4.5
705,446,710.0,3.0
706,447,710.0,3.0
707,448,710.0,4.0
708,452,710.0,4.0
709,453,710.0,2.0
710,458,710.0,4.0
711,462,710.0,3.0
712,469,710.0,2.0
713,470,710.0,3.0
714,476,710.0,3.0
715,480,710.0,4.0
716,483,710.0,2.0
717,485,710.0,4.0
718,486,710.0,4.0
719,489,710.0,2.5
720,498,710.0,3.0
721,501,710.0,4.0
722,517,710.0,0.5
723,520,710.0,4.0
724,522,710.0,4.5
725,524,710.0,4.0
726,531,710.0,4.0
727,534,710.0,4.0
728,541,710.0,4.0
729,557,710.0,4.5
730,559,710.0,3.0
731,566,710.0,3.0
732,569,710.0,4.0
733,570,710.0,3.5
734,573,710.0,4.5
735,580,710.0,3.5
736,584,710.0,5.0
737,588,710.0,3.0
738,590,710.0,3.5
739,592,710.0,3.0
740,597,710.0,3.0
741,599,710.0,3.5
742,602,710.0,3.0
743,608,710.0,4.0
744,609,710.0,4.0
834,6,21032.0,3.0
835,19,21032.0,3.0
836,20,21032.0,4.0
837,288,21032.0,2.0
838,304,21032.0,4.0
839,328,21032.0,3.0
840,476,21032.0,3.0
841,509,21032.0,3.0
873,6,524.0,4.0
874,18,524.0,4.5
875,28,524.0,2.5
876,42,524.0,5.0
877,61,524.0,4.0
878,64,524.0,5.0
879,68,524.0,3.5
880,88,524.0,4.5
881,91,524.0,4.5
882,100,524.0,4.5
883,103,524.0,5.0
884,105,524.0,4.5
885,109,524.0,4.0
886,111,524.0,4.5
887,112,524.0,4.5
888,121,524.0,5.0
889,136,524.0,5.0
890,162,524.0,5.0
891,177,524.0,3.0
892,181,524.0,3.0
893,182,524.0,5.0
894,187,524.0,4.0
895,191,524.0,4.0
896,195,524.0,4.0
897,201,524.0,4.0
898,226,524.0,4.5
899,239,524.0,4.5
900,240,524.0,3.0
901,257,524.0,3.5
902,261,524.0,4.0
903,266,524.0,5.0
904,274,524.0,4.5
905,282,524.0,4.0
906,287,524.0,2.0
907,289,524.0,4.5
908,298,524.0,4.0
909,303,524.0,2.5
910,305,524.0,4.5
911,307,524.0,4.5
912,310,524.0,1.0
913,311,524.0,2.5
914,312,524.0,4.0
915,317,524.0,5.0
916,330,524.0,3.5
917,332,524.0,3.5
918,337,524.0,4.0
919,339,524.0,4.5
920,357,524.0,3.5
921,362,524.0,4.0
922,368,524.0,4.0
923,372,524.0,4.0
924,373,524.0,4.0
925,380,524.0,3.0
926,385,524.0,3.0
927,386,524.0,4.0
928,405,524.0,4.0
929,413,524.0,5.0
930,414,524.0,3.0
931,427,524.0,4.0
932,437,524.0,5.0
933,444,524.0,4.0
934,446,524.0,3.0
935,448,524.0,5.0
936,453,524.0,3.0
937,462,524.0,3.5
938,464,524.0,4.5
939,474,524.0,4.0
940,480,524.0,4.0
941,482,524.0,2.0
942,483,524.0,4.0
943,501,524.0,3.0
944,510,524.0,1.0
945,514,524.0,3.5
946,553,524.0,5.0
947,580,524.0,4.5
948,585,524.0,5.0
949,588,524.0,4.0
950,599,524.0,3.0
951,602,524.0,3.0
952,603,524.0,4.0
953,608,524.0,4.5
954,610,524.0,4.5
1022,44,5.0,4.0
1023,66,5.0,4.0
1024,68,5.0,2.0
1025,95,5.0,3.5
1026,103,5.0,5.0
1027,109,5.0,3.0
1028,179,5.0,4.0
1029,182,5.0,5.0
1030,256,5.0,5.0
1031,295,5.0,3.5
1032,307,5.0,3.0
1033,318,5.0,3.0
1034,380,5.0,4.0
1035,414,5.0,3.0
1036,483,5.0,4.0
1037,489,5.0,2.0
1038,501,5.0,5.0
1039,521,5.0,4.0
1040,599,5.0,3.0
1041,606,5.0,4.0
1042,6,9273.0,2.0
1043,14,9273.0,1.0
1044,19,9273.0,2.0
1045,21,9273.0,2.5
1046,40,9273.0,2.0
1047,42,9273.0,2.0
1048,45,9273.0,4.5
1049,56,9273.0,5.0
1050,58,9273.0,1.0
1051,64,9273.0,3.5
1052,66,9273.0,3.0
1053,68,9273.0,1.5
1054,91,9273.0,2.0
1055,94,9273.0,2.0
1056,100,9273.0,1.0
1057,103,9273.0,3.5
1058,112,9273.0,4.0
1059,117,9273.0,2.0
1060,121,9273.0,2.0
1061,122,9273.0,3.5
1062,136,9273.0,3.0
1063,139,9273.0,1.0
1064,141,9273.0,2.0
1065,144,9273.0,3.0
1066,156,9273.0,3.0
1067,177,9273.0,2.0
1068,179,9273.0,3.0
1069,200,9273.0,3.5
1070,217,9273.0,1.0
1071,219,9273.0,2.5
1072,222,9273.0,3.5
1073,226,9273.0,3.5
1074,229,9273.0,3.0
1075,240,9273.0,5.0
1076,249,9273.0,3.5
1077,274,9273.0,4.0
1078,276,9273.0,4.0
1079,280,9273.0,3.0
1080,284,9273.0,4.0
1081,292,9273.0,1.5
1082,294,9273.0,2.0
1083,307,9273.0,4.0
1084,308,9273.0,1.0
1085,318,9273.0,3.5
1086,321,9273.0,3.0
1087,323,9273.0,2.5
1088,325,9273.0,2.0
1089,347,9273.0,4.0
1090,353,9273.0,4.0
1091,357,9273.0,2.0
1092,369,9273.0,4.0
1093,373,9273.0,1.0
1094,376,9273.0,2.0
1095,377,9273.0,2.0
1096,379,9273.0,2.0
1097,380,9273.0,5.0
1098,381,9273.0,2.5
1099,408,9273.0,3.5
1100,428,9273.0,1.0
1101,432,9273.0,2.0
1102,438,9273.0,3.0
1103,448,9273.0,2.0
1104,470,9273.0,3.0
1105,475,9273.0,4.0
1106,477,9273.0,3.0
1107,480,9273.0,1.5
1108,483,9273.0,3.5
1109,489,9273.0,2.0
1110,495,9273.0,4.5
1111,497,9273.0,4.0
1112,509,9273.0,4.0
1113,520,9273.0,1.0
1114,524,9273.0,3.0
1115,534,9273.0,4.0
1116,541,9273.0,2.0
1117,552,9273.0,3.5
1118,555,9273.0,3.0
1119,559,9273.0,2.0
1120,565,9273.0,3.0
1121,584,9273.0,3.0
1122,590,9273.0,2.0
1123,592,9273.0,4.0
1124,599,9273.0,3.0
1125,600,9273.0,3.0
1126,602,9273.0,2.0
1127,604,9273.0,1.0
1128,606,9273.0,2.0
1129,608,9273.0,2.0
1502,4,63.0,2.0
1503,6,63.0,4.0
1504,8,63.0,3.0
1505,14,63.0,4.0
1506,18,63.0,4.0
1507,19,63.0,4.0
1508,23,63.0,3.5
1509,24,63.0,3.5
1510,28,63.0,3.5
1511,32,63.0,4.0
1512,33,63.0,3.0
1513,39,63.0,3.0
1514,45,63.0,4.5
1515,46,63.0,4.0
1516,50,63.0,3.0
1517,54,63.0,3.0
1518,57,63.0,4.0
1519,58,63.0,5.0
1520,61,63.0,4.5
1521,63,63.0,3.0
1522,64,63.0,4.0
1523,66,63.0,5.0
1524,72,63.0,4.5
1525,78,63.0,3.5
1526,80,63.0,4.0
1527,81,63.0,5.0
1528,90,63.0,4.0
1529,91,63.0,4.0
1530,94,63.0,5.0
1531,95,63.0,4.0
1532,105,63.0,3.5
1533,109,63.0,4.0
1534,112,63.0,5.0
1535,115,63.0,5.0
1536,117,63.0,3.0
1537,120,63.0,3.0
1538,122,63.0,5.0
1539,132,63.0,3.0
1540,133,63.0,4.0
1541,135,63.0,5.0
1542,144,63.0,4.0
1543,146,63.0,5.0
1544,149,63.0,4.0
1545,150,63.0,5.0
1546,160,63.0,5.0
1547,166,63.0,4.0
1548,171,63.0,5.0
1549,174,63.0,3.0
1550,179,63.0,4.0
1551,182,63.0,4.0
1552,191,63.0,5.0
1553,195,63.0,4.0
1554,198,63.0,5.0
1555,201,63.0,4.0
1556,202,63.0,4.0
1557,206,63.0,3.0
1558,219,63.0,3.5
1559,220,63.0,4.5
1560,221,63.0,5.0
1561,222,63.0,3.0
1562,226,63.0,4.0
1563,227,63.0,4.5
1564,235,63.0,4.0
1565,237,63.0,5.0
1566,239,63.0,5.0
1567,242,63.0,5.0
1568,247,63.0,3.0
1569,249,63.0,5.0
1570,254,63.0,4.5
1571,259,63.0,5.0
1572,264,63.0,1.0
1573,265,63.0,4.0
1574,266,63.0,4.0
1575,269,63.0,4.0
1576,270,63.0,4.0
1577,271,63.0,4.0
1578,273,63.0,5.0
1579,274,63.0,4.0
1580,275,63.0,5.0
1581,277,63.0,5.0
1582,282,63.0,4.0
1583,284,63.0,5.0
1584,288,63.0,5.0
1585,292,63.0,2.0
1586,298,63.0,4.0
1587,302,63.0,3.0
1588,303,63.0,3.5
1589,304,63.0,4.0
1590,305,63.0,5.0
1591,307,63.0,3.5
1592,312,63.0,4.0
1593,313,63.0,4.0
1594,314,63.0,3.0
1595,317,63.0,4.0
1596,318,63.0,4.5
1597,323,63.0,2.5
1598,325,63.0,4.0
1599,330,63.0,5.0
1600,332,63.0,2.5
1601,337,63.0,4.0
1602,339,63.0,3.0
1603,345,63.0,3.5
1604,347,63.0,3.0
1605,350,63.0,4.0
1606,353,63.0,5.0
1607,354,63.0,4.0
1608,364,63.0,3.0
1609,372,63.0,4.0
1610,373,63.0,4.0
1611,375,63.0,5.0
1612,376,63.0,5.0
1613,377,63.0,4.5
1614,380,63.0,5.0
1615,381,63.0,3.5
1616,385,63.0,4.0
1617,386,63.0,3.0
1618,387,63.0,3.5
1619,389,63.0,4.0
1620,391,63.0,4.0
1621,398,63.0,5.0
1622,405,63.0,4.5
1623,414,63.0,5.0
1624,420,63.0,3.5
1625,424,63.0,3.5
1626,425,63.0,4.0
1627,434,63.0,3.5
1628,437,63.0,4.0
1629,438,63.0,4.0
1630,445,63.0,5.0
1631,446,63.0,4.0
1632,448,63.0,2.0
1633,449,63.0,4.0
1634,451,63.0,5.0
1635,453,63.0,5.0
1636,456,63.0,3.0
1637,462,63.0,3.5
1638,464,63.0,3.5
1639,468,63.0,4.0
1640,469,63.0,5.0
1641,470,63.0,3.0
1642,474,63.0,4.0
1643,476,63.0,4.0
1644,477,63.0,4.5
1645,480,63.0,4.0
1646,483,63.0,5.0
1647,486,63.0,5.0
1648,489,63.0,3.5
1649,492,63.0,3.0
1650,501,63.0,3.0
1651,509,63.0,4.0
1652,512,63.0,5.0
1653,513,63.0,4.0
1654,520,63.0,3.5
1655,521,63.0,3.0
1656,524,63.0,3.0
1657,529,63.0,5.0
1658,544,63.0,3.0
1659,553,63.0,5.0
1660,555,63.0,4.0
1661,559,63.0,3.0
1662,560,63.0,3.5
1663,561,63.0,3.5
1664,565,63.0,5.0
1665,566,63.0,4.0
1666,570,63.0,4.0
1667,580,63.0,5.0
1668,587,63.0,5.0
1669,590,63.0,3.0
1670,596,63.0,3.5
1671,599,63.0,3.0
1672,600,63.0,4.5
1673,602,63.0,3.0
1674,603,63.0,3.0
1675,604,63.0,4.0
1676,606,63.0,4.0
1677,608,63.0,3.5
1678,610,63.0,4.5
1679,5,9598.0,4.0
1680,6,9598.0,4.0
1681,8,9598.0,5.0
1682,18,9598.0,2.5
1683,19,9598.0,4.0
1684,20,9598.0,4.0
1685,26,9598.0,3.0
1686,27,9598.0,5.0
1687,33,9598.0,3.0
1688,40,9598.0,5.0
1689,43,9598.0,5.0
1690,63,9598.0,3.0
1691,64,9598.0,4.5
1692,68,9598.0,1.0
1693,82,9598.0,2.0
1694,84,9598.0,4.0
1695,93,9598.0,5.0
1696,94,9598.0,4.0
1697,95,9598.0,4.0
1698,96,9598.0,5.0
1699,103,9598.0,4.0
1700,109,9598.0,3.0
1701,111,9598.0,2.5
1702,115,9598.0,2.0
1703,117,9598.0,3.0
1704,126,9598.0,3.0
1705,132,9598.0,1.5
1706,136,9598.0,2.0
1707,140,9598.0,4.0
1708,142,9598.0,4.0
1709,144,9598.0,3.0
1710,156,9598.0,4.0
1711,160,9598.0,5.0
1712,169,9598.0,4.0
1713,170,9598.0,5.0
1714,174,9598.0,4.0
1715,179,9598.0,5.0
1716,181,9598.0,5.0
1717,185,9598.0,2.0
1718,191,9598.0,4.0
1719,198,9598.0,4.0
1720,200,9598.0,2.5
1721,201,9598.0,5.0
1722,216,9598.0,5.0
1723,217,9598.0,4.0
1724,220,9598.0,4.5
1725,223,9598.0,1.0
1726,229,9598.0,5.0
1727,230,9598.0,2.0
1728,234,9598.0,3.0
1729,235,9598.0,4.0
1730,240,9598.0,5.0
1731,255,9598.0,1.0
1732,263,9598.0,4.0
1733,273,9598.0,4.0
1734,274,9598.0,4.0
1735,275,9598.0,5.0
1736,288,9598.0,4.0
1737,290,9598.0,4.0
1738,292,9598.0,3.5
1739,305,9598.0,3.0
1740,323,9598.0,2.5
1741,328,9598.0,5.0
1742,330,9598.0,3.0
1743,331,9598.0,2.0
1744,347,9598.0,4.0
1745,349,9598.0,5.0
1746,353,9598.0,5.0
1747,354,9598.0,3.5
1748,357,9598.0,4.0
1749,359,9598.0,2.5
1750,367,9598.0,3.0
1751,372,9598.0,4.0
1752,373,9598.0,4.0
1753,377,9598.0,4.0
1754,379,9598.0,5.0
1755,380,9598.0,4.0
1756,381,9598.0,3.5
1757,386,9598.0,4.0
1758,391,9598.0,3.0
1759,394,9598.0,3.0
1760,395,9598.0,3.0
1761,404,9598.0,4.0
1762,411,9598.0,4.0
1763,412,9598.0,5.0
1764,414,9598.0,5.0
1765,425,9598.0,3.5
1766,430,9598.0,3.0
1767,434,9598.0,3.5
1768,436,9598.0,5.0
1769,446,9598.0,5.0
1770,453,9598.0,4.0
1771,455,9598.0,4.0
1772,457,9598.0,2.0
1773,470,9598.0,4.0
1774,474,9598.0,4.5
1775,476,9598.0,4.0
1776,477,9598.0,4.0
1777,480,9598.0,4.0
1778,488,9598.0,3.0
1779,489,9598.0,2.0
1780,498,9598.0,3.0
1781,507,9598.0,5.0
1782,509,9598.0,3.5
1783,514,9598.0,4.0
1784,517,9598.0,5.0
1785,525,9598.0,3.0
1786,527,9598.0,5.0
1787,534,9598.0,4.0
1788,559,9598.0,5.0
1789,560,9598.0,2.5
1790,561,9598.0,2.5
1791,563,9598.0,2.0
1792,565,9598.0,4.0
1793,567,9598.0,2.5
1794,570,9598.0,3.5
1795,579,9598.0,3.0
1796,580,9598.0,2.5
1797,584,9598.0,3.0
1798,593,9598.0,4.0
1799,596,9598.0,4.0
1800,597,9598.0,4.0
1801,600,9598.0,2.0
1802,602,9598.0,1.0
1803,603,9598.0,4.0
1804,604,9598.0,4.0
1805,607,9598.0,3.0
1806,608,9598.0,3.5
1878,5,9603.0,3.0
1879,8,9603.0,3.0
1880,12,9603.0,4.0
1881,14,9603.0,3.0
1882,32,9603.0,3.0
1883,33,9603.0,5.0
1884,35,9603.0,3.0
1885,38,9603.0,3.0
1886,45,9603.0,3.0
1887,46,9603.0,3.0
1888,56,9603.0,4.0
1889,57,9603.0,3.0
1890,58,9603.0,5.0
1891,64,9603.0,4.0
1892,68,9603.0,4.0
1893,91,9603.0,1.5
1894,94,9603.0,1.0
1895,95,9603.0,4.0
1896,102,9603.0,3.0
1897,104,9603.0,4.0
1898,109,9603.0,3.0
1899,111,9603.0,4.0
1900,112,9603.0,0.5
1901,113,9603.0,3.0
1902,117,9603.0,3.0
1903,121,9603.0,4.0
1904,132,9603.0,3.0
1905,144,9603.0,3.5
1906,156,9603.0,1.0
1907,167,9603.0,2.0
1908,169,9603.0,3.5
1909,174,9603.0,4.0
1910,176,9603.0,3.0
1911,177,9603.0,4.0
